cell_id,tsne_1,tsne_2,true_label,predicted_label,hungarian_annotation,marker_overlap_annotation,batch
human3_lib1.final_cell_0658-2,-32.423298,-42.616646,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0659-2,-57.807518,-8.596885,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0660-2,5.796482,63.724155,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0661-2,-9.898586,58.58186,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0662-2,-54.350967,27.585203,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0663-2,-55.330936,0.5366241,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0664-2,11.992413,-50.321484,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0665-2,-14.179905,15.056263,delta,8,delta,delta,human3
human3_lib1.final_cell_0666-2,-29.000057,-42.356365,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0667-2,-50.761578,-0.4306822,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0668-2,30.263634,-78.21332,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0669-2,-27.605576,3.5530734,activated_stellate,15,epsilon,quiescent_stellate,human3
human3_lib1.final_cell_0670-2,-60.583324,-17.382788,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0671-2,76.3057,-5.837342,beta,12,beta,beta,human3
human3_lib1.final_cell_0672-2,-56.181293,-5.065227,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0673-2,82.83034,-12.592091,beta,12,beta,beta,human3
human3_lib1.final_cell_0674-2,-32.536407,-37.509983,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0675-2,-14.642372,-59.2502,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0676-2,-73.83197,-8.08105,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0677-2,-2.9619894,-70.47846,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0678-2,-11.070433,-62.526047,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0679-2,-10.225189,-64.75121,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0680-2,-12.505643,-67.316025,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0681-2,0.6167211,-65.43045,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0682-2,-27.26521,0.5572375,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib1.final_cell_0683-2,-10.431092,79.06801,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0684-2,83.93382,-28.6464,beta,12,beta,beta,human3
human3_lib1.final_cell_0685-2,-29.174053,-33.949974,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0686-2,-35.983505,17.511961,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0687-2,32.591732,-56.670223,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0688-2,-14.140198,-61.52541,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0689-2,-1.7375101,-64.617294,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0690-2,4.618377,-71.97519,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0691-2,-27.847656,-3.1883488,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib1.final_cell_0692-2,32.98866,-56.71059,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0693-2,-30.82318,-39.791428,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0694-2,-31.031782,-40.620735,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0695-2,13.770335,-57.671055,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0696-2,82.63846,-31.284529,beta,12,beta,beta,human3
human3_lib1.final_cell_0697-2,-59.434906,29.629915,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0698-2,-6.2042904,60.700874,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0699-2,-29.742472,-44.626175,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0700-2,-34.61927,20.727575,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0701-2,-21.947931,-48.57006,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0702-2,-69.81742,-15.089499,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0703-2,-41.800884,-32.482967,alpha,15,epsilon,quiescent_stellate,human3
human3_lib1.final_cell_0704-2,-30.621576,15.75984,quiescent_stellate,15,epsilon,quiescent_stellate,human3
human3_lib1.final_cell_0705-2,-26.476149,-41.169453,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0706-2,-72.78906,41.848854,ductal,2,Unmatched_2,ductal,human3
human3_lib1.final_cell_0707-2,86.59253,-6.8629084,beta,12,beta,beta,human3
human3_lib1.final_cell_0708-2,22.74007,-63.64949,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0709-2,-59.083015,0.8018386,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0710-2,-35.95776,4.0472064,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib1.final_cell_0711-2,-66.46083,-11.599061,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0712-2,-28.854008,-47.342636,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0713-2,79.63613,-4.5185685,beta,12,beta,beta,human3
human3_lib1.final_cell_0714-2,53.80967,-15.154034,beta,12,beta,beta,human3
human3_lib1.final_cell_0715-2,25.837944,-62.93138,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0716-2,26.209822,-76.61684,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0717-2,34.81189,-63.48786,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0718-2,-5.089124,11.728186,delta,8,delta,delta,human3
human3_lib1.final_cell_0719-2,-58.564224,-4.488872,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0720-2,-52.953533,38.417503,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0721-2,77.456276,-3.029311,beta,12,beta,beta,human3
human3_lib1.final_cell_0722-2,-23.029734,-45.6294,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0723-2,-87.212456,17.026218,alpha,5,t_cell,t_cell,human3
human3_lib1.final_cell_0724-2,-70.950195,-9.744779,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0725-2,-53.334846,28.842865,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0726-2,-35.371956,-27.799152,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0727-2,7.5033083,-65.82194,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0728-2,84.85575,-22.460375,beta,12,beta,beta,human3
human3_lib1.final_cell_0729-2,-13.302531,-59.68006,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0730-2,-53.638165,-3.3105426,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0731-2,24.15185,-79.26567,alpha,15,epsilon,quiescent_stellate,human3
human3_lib1.final_cell_0732-2,6.4985857,53.111546,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0733-2,-44.026127,-60.00003,gamma,7,gamma,gamma,human3
human3_lib1.final_cell_0734-2,-50.873062,27.149689,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0735-2,-23.977577,-39.201077,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0736-2,-55.269123,2.6962578,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0737-2,-40.92379,-34.06998,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0738-2,27.722706,17.93845,beta,12,beta,beta,human3
human3_lib1.final_cell_0739-2,-59.91338,26.335054,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0740-2,-52.869297,31.743376,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0741-2,51.687847,-4.389942,beta,15,epsilon,quiescent_stellate,human3
human3_lib1.final_cell_0742-2,28.11202,-54.340805,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0743-2,-57.64914,-12.508791,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0744-2,-33.352516,-41.592552,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0745-2,24.237072,-75.26995,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0746-2,17.279478,-48.953423,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0747-2,-28.681067,2.3985956,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib1.final_cell_0748-2,31.364952,-53.909225,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0749-2,-34.3361,14.966755,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0750-2,86.7884,-26.844921,beta,12,beta,beta,human3
human3_lib1.final_cell_0751-2,-1.2463028,7.9892287,delta,8,delta,delta,human3
human3_lib1.final_cell_0752-2,68.42842,-5.8665533,beta,12,beta,beta,human3
human3_lib1.final_cell_0753-2,-38.09887,3.9116719,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib1.final_cell_0754-2,-55.48488,30.171587,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0755-2,-5.1165357,7.8894205,delta,8,delta,delta,human3
human3_lib1.final_cell_0756-2,-73.83598,-5.013458,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0757-2,87.95806,-19.74254,beta,12,beta,beta,human3
human3_lib1.final_cell_0758-2,71.695404,-3.198242,beta,12,beta,beta,human3
human3_lib1.final_cell_0759-2,-36.78544,-28.84307,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0760-2,-53.083942,38.305458,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0761-2,-35.355206,3.835969,activated_stellate,10,activated_stellate,activated_stellate,human3
human3_lib1.final_cell_0762-2,-8.148313,-59.000217,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0763-2,-34.82921,-28.787199,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0764-2,80.49582,-8.130731,beta,12,beta,beta,human3
human3_lib1.final_cell_0765-2,-73.33845,44.136955,ductal,2,Unmatched_2,ductal,human3
human3_lib1.final_cell_0766-2,38.633,17.511517,beta,12,beta,beta,human3
human3_lib1.final_cell_0767-2,-37.742016,17.013807,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0768-2,-44.04607,-61.86127,gamma,7,gamma,gamma,human3
human3_lib1.final_cell_0769-2,13.737453,-57.71175,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0770-2,-87.56932,17.012749,beta,5,t_cell,t_cell,human3
human3_lib1.final_cell_0771-2,-17.98366,53.317387,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0772-2,-67.42535,-7.418356,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0773-2,-29.662725,-39.706303,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0774-2,-52.504337,27.106934,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0775-2,60.13695,-9.31579,beta,12,beta,beta,human3
human3_lib1.final_cell_0776-2,3.4584255,-63.92135,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0777-2,-13.26783,57.00586,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0778-2,-11.702749,78.79086,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0779-2,22.362007,-74.12857,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0780-2,-29.392775,-44.228973,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0781-2,75.40679,-3.7442207,beta,12,beta,beta,human3
human3_lib1.final_cell_0782-2,72.65373,3.1909368,beta,12,beta,beta,human3
human3_lib1.final_cell_0783-2,-34.192936,-29.171474,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0784-2,-33.589592,15.397383,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0785-2,-28.456553,-36.849136,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0786-2,-52.12728,32.05596,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0787-2,-35.547974,18.581743,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0788-2,78.849236,-4.8668323,beta,12,beta,beta,human3
human3_lib1.final_cell_0789-2,53.18215,43.123653,beta,12,beta,beta,human3
human3_lib1.final_cell_0790-2,-9.185786,78.53876,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0791-2,88.740654,-22.563707,beta,12,beta,beta,human3
human3_lib1.final_cell_0792-2,-25.842323,-34.954746,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0793-2,-54.079372,-11.695801,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0794-2,-12.693621,55.32102,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0795-2,75.56213,-37.45401,beta,12,beta,beta,human3
human3_lib1.final_cell_0796-2,-34.80965,-28.398481,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0797-2,-6.764491,-19.443256,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0798-2,-59.141315,34.75155,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0799-2,-34.484417,-28.58967,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0800-2,-26.050308,-42.504257,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0801-2,83.200264,-31.106804,beta,12,beta,beta,human3
human3_lib1.final_cell_0802-2,-25.52526,0.24845889,quiescent_stellate,15,epsilon,quiescent_stellate,human3
human3_lib1.final_cell_0803-2,84.053764,-27.992575,beta,12,beta,beta,human3
human3_lib1.final_cell_0804-2,78.310486,-15.214183,beta,12,beta,beta,human3
human3_lib1.final_cell_0805-2,83.16079,-25.048183,beta,12,beta,beta,human3
human3_lib1.final_cell_0806-2,12.564071,-64.47884,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0807-2,-30.132042,-42.880913,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0808-2,-7.0299716,-68.21344,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0809-2,-30.262781,-38.625843,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0810-2,-24.478577,51.682167,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0811-2,79.21955,-7.7103186,beta,12,beta,beta,human3
human3_lib1.final_cell_0812-2,-10.975481,60.478653,acinar,1,acinar,acinar,human3
human3_lib1.final_cell_0813-2,-14.97839,-63.812824,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0814-2,-57.952797,-7.3982325,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0815-2,-7.8041954,10.996553,delta,8,delta,delta,human3
human3_lib1.final_cell_0816-2,-13.7424,23.86083,delta,8,delta,delta,human3
human3_lib1.final_cell_0817-2,77.49179,-24.025042,beta,12,beta,beta,human3
human3_lib1.final_cell_0818-2,-0.65656286,-60.547092,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0819-2,27.327145,-71.55383,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0820-2,-33.559174,11.840165,activated_stellate,15,epsilon,quiescent_stellate,human3
human3_lib1.final_cell_0821-2,78.28425,-8.77048,beta,12,beta,beta,human3
human3_lib1.final_cell_0822-2,74.95606,-3.1784248,beta,12,beta,beta,human3
human3_lib1.final_cell_0823-2,-58.77787,28.774984,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0824-2,-60.323017,26.479212,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0825-2,75.66783,-31.047255,beta,12,beta,beta,human3
human3_lib1.final_cell_0826-2,-10.260615,-65.40765,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0827-2,-51.470806,-0.6929681,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0828-2,28.60927,-69.346,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0829-2,19.696215,-62.44273,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0830-2,23.580692,-72.67952,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0831-2,-50.90174,27.431194,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0832-2,30.8822,-68.862335,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0833-2,-11.69783,-59.077812,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0834-2,75.12291,-8.704813,beta,12,beta,beta,human3
human3_lib1.final_cell_0835-2,-60.944107,-0.3984117,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0836-2,67.73032,-5.4266796,beta,12,beta,beta,human3
human3_lib1.final_cell_0837-2,83.78319,-10.279834,beta,12,beta,beta,human3
human3_lib1.final_cell_0838-2,-7.0643797,-28.443995,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0839-2,-29.470901,-41.89268,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0840-2,78.21103,-12.206698,beta,12,beta,beta,human3
human3_lib1.final_cell_0841-2,-54.288548,-8.503101,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0842-2,-37.633686,16.411673,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0843-2,33.672176,-75.04488,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0844-2,-58.060368,-0.32112908,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0845-2,74.60258,-9.428613,beta,12,beta,beta,human3
human3_lib1.final_cell_0846-2,85.192505,-12.55243,beta,12,beta,beta,human3
human3_lib1.final_cell_0847-2,-9.680332,11.81635,delta,8,delta,delta,human3
human3_lib1.final_cell_0848-2,-36.160156,18.662539,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0849-2,-11.3104,10.791368,delta,8,delta,delta,human3
human3_lib1.final_cell_0850-2,82.4515,-12.125624,beta,12,beta,beta,human3
human3_lib1.final_cell_0851-2,-58.22776,-6.105373,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0852-2,77.45745,-32.104332,beta,12,beta,beta,human3
human3_lib1.final_cell_0853-2,-33.913033,11.927024,endothelial,15,epsilon,quiescent_stellate,human3
human3_lib1.final_cell_0854-2,66.23921,-4.1039424,beta,12,beta,beta,human3
human3_lib1.final_cell_0855-2,-52.81851,27.332401,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0856-2,61.541187,-7.5002007,beta,12,beta,beta,human3
human3_lib1.final_cell_0857-2,-53.89383,-11.181533,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0858-2,-55.7016,2.3317852,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0859-2,3.446123,-44.800644,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0860-2,33.347107,-75.2124,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0861-2,-46.19725,-60.61027,gamma,7,gamma,gamma,human3
human3_lib1.final_cell_0862-2,64.99272,-5.576478,beta,12,beta,beta,human3
human3_lib1.final_cell_0863-2,-60.119896,33.957386,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0864-2,-59.92687,34.815052,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0865-2,62.630196,-5.4669485,beta,12,beta,beta,human3
human3_lib1.final_cell_0866-2,18.722164,-46.25676,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0867-2,84.28791,-21.86938,beta,12,beta,beta,human3
human3_lib1.final_cell_0868-2,78.14974,-14.593094,beta,12,beta,beta,human3
human3_lib1.final_cell_0869-2,84.13807,-16.783276,beta,12,beta,beta,human3
human3_lib1.final_cell_0870-2,76.216774,-33.686977,beta,12,beta,beta,human3
human3_lib1.final_cell_0871-2,-70.310265,-15.006482,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0872-2,-36.76951,17.972736,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0873-2,83.14578,-25.648596,beta,12,beta,beta,human3
human3_lib1.final_cell_0874-2,-23.33453,-34.237087,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0875-2,72.00012,-3.3900952,beta,12,beta,beta,human3
human3_lib1.final_cell_0876-2,31.06134,-69.37069,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0877-2,73.05182,-9.295599,beta,12,beta,beta,human3
human3_lib1.final_cell_0878-2,84.701775,-28.147568,beta,12,beta,beta,human3
human3_lib1.final_cell_0879-2,59.75444,-12.751205,beta,12,beta,beta,human3
human3_lib1.final_cell_0880-2,84.417786,-11.864038,beta,12,beta,beta,human3
human3_lib1.final_cell_0881-2,76.94048,-6.216213,beta,12,beta,beta,human3
human3_lib1.final_cell_0882-2,34.469223,-60.621895,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0883-2,86.91213,-20.075994,beta,12,beta,beta,human3
human3_lib1.final_cell_0884-2,-59.540493,35.228874,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0885-2,-35.60943,17.157759,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0886-2,83.62279,-31.640146,beta,12,beta,beta,human3
human3_lib1.final_cell_0887-2,72.26413,-5.285037,beta,12,beta,beta,human3
human3_lib1.final_cell_0888-2,82.84542,-4.7600446,beta,12,beta,beta,human3
human3_lib1.final_cell_0889-2,74.12461,-33.698338,beta,12,beta,beta,human3
human3_lib1.final_cell_0890-2,-37.14031,18.305408,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human3
human3_lib1.final_cell_0891-2,-52.415333,31.918262,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0892-2,31.868357,-79.98529,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0893-2,18.254002,-49.547783,alpha,11,alpha,alpha,human3
human3_lib1.final_cell_0894-2,62.85051,-7.732652,beta,12,beta,beta,human3
human3_lib1.final_cell_0895-2,-55.327217,0.66489387,ductal,3,ductal,ductal,human3
human3_lib1.final_cell_0896-2,-53.452095,31.057796,endothelial,0,endothelial,endothelial,human3
human3_lib1.final_cell_0897-2,-52.917446,30.587358,endothelial,0,endothelial,endothelial,human3
human3_lib2.final_cell_0001-2,-6.9443,62.790394,acinar,1,acinar,acinar,human3
human3_lib2.final_cell_0002-2,0.6024299,69.86627,acinar,1,acinar,acinar,human3
human3_lib2.final_cell_0003-2,-10.2769985,57.000828,acinar,1,acinar,acinar,human3
human3_lib2.final_cell_0004-2,3.9347157,57.681427,acinar,1,acinar,acinar,human3
